2018-03-21,2018-03-21 17:45:00.000,453308,116046850,4749,4887,-438526.0,16,138
2018-03-21,2018-03-21 17:45:00.000,453308,116046849,6947,6987,-594549.0,2,40
2018-03-21,2018-03-21 17:45:00.000,453308,116046851,4639,4708,-377691.0,3,69
