2018-03-21 17:45:00.000,453308,116046850,38400,3215,-320713.0,377,237,0
2018-03-21 17:45:00.000,453308,116046849,38400,5643,-538512.0,507,244,0
2018-03-21 17:45:00.000,453308,116046851,38400,4043,-360602.0,90,78,0
2018-03-21 17:45:00.000,453308,116046849,NIL,1,-105.0,NIL,NIL,None
